Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
Q01048886-I1,QUEENS,,2024-05-10,2025-05-02,356,2025-05-10,96.0,,Permit Entire,4003108,401,40.75176,-73.92918,3418,NORTHERN BOULEVARD,4,214,249,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01049208-I1,QUEENS,,2024-05-10,2025-05-02,356,2025-07-29,155.0,,Permit Entire,4431325,403,40.75013,-73.89319,35-20,73 STREET,4,1272,12,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01049209-I1,QUEENS,,2024-05-10,2025-05-02,356,2025-07-29,155.0,,Permit Entire,4431326,403,40.75013,-73.89319,35-30,73 STREET,4,1272,12,MCHENERY TESTING LAB,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01049943-I1,QUEENS,,2024-05-13,2025-05-02,353,2025-05-13,90.0,,Permit Entire,4087500,405,40.70985,-73.89869,64-21,FRESH POND ROAD,4,3610,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01050061-I1,QUEENS,,2024-05-16,2025-05-02,350,2025-05-16,30.0,,Permit Entire,4001247,402,40.74517,-73.91795,41-41,46 STREET,4,137,4,..,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01050526-I1,QUEENS,,2024-05-14,2025-05-02,352,2025-05-14,100.0,,Permit Entire,4534601,411,40.759,-73.77541,208-01,NORTHERN BOULEVARD,4,6275,33,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01050901-I1,QUEENS,,2024-06-02,2025-05-02,333,2025-12-20,525.0,,Permit Entire,4042887,403,40.75421,-73.87197,34-33,JUNCTION BOULEVARD,4,1729,27,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01051467-I1,QUEENS,,2024-05-16,2025-05-02,350,2025-05-16,281.0,,Permit Entire,4192800,409,40.70582,-73.83138,83-09,LEFFERTS BOULEVARD,4,9231,7501,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01051899-I1,QUEENS,,2024-05-23,2025-05-02,343,2025-07-01,50.0,,Permit Entire,4114663,407,40.76019,-73.82174,41-08,PARSONS BOULEVARD,4,5048,29,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01052107-I1,QUEENS,,2024-05-28,2025-05-02,338,2025-05-28,212.0,,Permit Entire,4533536,409,40.7069,-73.8354,116-24,GROSVENOR LANE,4,3321,7504,TOHFAZ UDDIN PE PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01052252-I1,QUEENS,,2024-05-20,2025-05-02,346,2025-05-20,60.0,,Permit Entire,4002542,402,40.74261,-73.9229,45-28,42 STREET,4,192,42,..,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01052509-I1,QUEENS,,2024-05-23,2025-05-02,343,2025-05-23,122.0,,Permit Entire,4432036,406,40.73182,-73.85208,102-36,64 AVENUE,4,2127,27,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01052876-I1,QUEENS,,2024-06-14,2025-05-02,321,2025-06-09,675.0,,Permit Entire,4170797,411,40.76222,-73.73488,51-60,MARATHON PARKWAY,4,8221,12,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01052880-I1,QUEENS,,2024-06-13,2025-05-02,322,2025-06-13,70.0,,Permit Entire,4078797,406,40.71864,-73.84004,109-14,ASCAN AVENUE,4,3292,1,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01055309-I1,QUEENS,,2024-05-29,2025-05-02,337,2025-05-29,530.0,,Permit Entire,4035427,403,40.75474,-73.87811,89-11,34 AVENUE,4,1437,32,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01055440-I1,QUEENS,,2024-06-03,2025-05-02,332,2025-05-25,36.5,,Permit Entire,4078073,406,40.71019,-73.84777,105-15,METROPOLITAN AVENUE,4,3260,49,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01057366-I1,QUEENS,,2024-05-30,2025-05-02,336,2025-05-25,160.0,,Permit Entire,4625276,407,40.76866,-73.83078,31-35,137 STREET,4,4410,7,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01057483-I1,QUEENS,,2024-06-26,2025-05-02,309,2025-06-26,535.0,,Permit Entire,4623281,413,40.67825,-73.74797,134-11,221 STREET,4,13100,22,PAUL PERDEK  PROF. ENG. PLLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01057889-I1,QUEENS,,2024-09-18,2025-05-02,225,2025-08-31,1144.0,,Permit Entire,4436337,412,40.67614,-73.77308,163-35,130 AVENUE,4,12495,2,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01057983-I1,QUEENS,,2024-06-04,2025-05-02,331,2025-06-04,243.0,,Permit Entire,4077872,406,40.71882,-73.84505,1,STATION SQUARE,4,3253,62,QUEENS ENGINEERING,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01058984-I1,QUEENS,,2024-06-06,2025-05-02,329,2025-06-06,217.0,,Permit Entire,4143507,408,40.72504,-73.8214,72-54,MAIN STREET,4,6623,84,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01059075-I1,QUEENS,,2024-05-31,2025-05-02,335,2025-05-31,55.0,,Permit Entire,4288433,413,40.65985,-73.73936,144-11,243 STREET,4,13569,31,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01059697-I1,QUEENS,,2024-06-13,2025-05-02,322,2025-06-13,563.0,,Permit Entire,4433858,406,40.72326,-73.84993,104-40,QUEENS BOULEVARD,4,3175,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01059777-I1,QUEENS,,2024-06-13,2025-05-02,322,2025-06-13,385.0,,Permit Entire,4433860,406,40.72326,-73.84993,104-20,QUEENS BOULEVARD,4,3175,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01059832-I1,QUEENS,,2024-06-06,2025-05-02,329,2025-05-25,20.0,,Permit Entire,4078072,406,40.71018,-73.84768,105-19,METROPOLITAN AVENUE,4,3260,48,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01059841-I1,QUEENS,,2024-06-07,2025-05-02,328,2025-05-25,20.0,,Permit Entire,4078075,406,40.71016,-73.84761,105-21,METROPOLITAN AVENUE,4,3260,147,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01059905-I1,QUEENS,,2024-06-07,2025-05-02,328,2025-05-25,21.0,,Permit Entire,4078071,406,40.71015,-73.84754,105-23,METROPOLITAN AVENUE,4,3260,47,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01059912-I1,QUEENS,,2024-06-07,2025-05-02,328,2025-05-25,22.0,,Permit Entire,4078070,406,40.71014,-73.84747,105-25,METROPOLITAN AVENUE,4,3260,46,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01060282-I1,QUEENS,,2024-06-11,2025-05-02,324,2025-06-11,100.0,,Permit Entire,4040899,403,40.76912,-73.86791,102-05,DITMARS BOULEVARD,4,1641,1,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01060415-I1,QUEENS,,2024-06-07,2025-05-02,328,2025-05-25,25.0,,Permit Entire,4078069,406,40.71012,-73.84741,105-27,METROPOLITAN AVENUE,4,3260,45,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01060422-I1,QUEENS,,2024-06-07,2025-05-02,328,2025-05-25,18.0,,Permit Entire,4078068,406,40.71011,-73.84731,105-29,METROPOLITAN AVENUE,4,3260,44,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01060423-I1,QUEENS,,2024-06-04,2025-05-02,331,2025-06-04,30.0,,Permit Entire,4240556,413,40.71246,-73.73356,220-16,HEMPSTEAD AVENUE,4,11155,36,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01060787-I1,QUEENS,,2024-06-10,2025-05-02,325,2025-06-10,59.0,,Permit Entire,4215624,412,40.70427,-73.79703,162-24,JAMAICA AVENUE,4,10102,10,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01060809-I1,QUEENS,,2024-08-29,2025-05-02,245,2025-06-09,850.0,,Permit Entire,4274083,412,40.6819,-73.75283,132-55,RIDGEDALE STREET,4,12723,76,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01060838-I1,QUEENS,,2024-06-20,2025-05-02,315,2025-06-09,60.0,,Permit Entire,4431108,401,40.77187,-73.92395,23-05,ASTORIA BOULEVARD,4,872,13,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01061058-I1,QUEENS,,2024-06-05,2025-05-02,330,2025-05-25,188.0,,Permit Entire,4536739,401,40.76745,-73.92036,31-09,NEWTOWN AVENUE,4,619,19,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01061142-I1,QUEENS,,2024-06-21,2025-05-02,314,2025-06-21,788.0,,Permit Entire,4115903,407,40.75487,-73.82483,43-10,KISSENA BOULEVARD,4,5137,67,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01061513-I1,QUEENS,,2024-06-17,2025-05-02,318,2025-06-17,51.0,,Permit Entire,4121269,407,40.75942,-73.81746,42-08,147 STREET,4,5374,49,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01061669-I1,QUEENS,,2024-06-06,2025-05-02,329,2025-05-30,853.0,,Permit Entire,4619459,402,40.74876,-73.94398,23-15,44 ROAD,4,436,1,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01061699-I1,QUEENS,,2024-06-11,2025-05-02,324,2025-06-11,222.0,,Permit Entire,4077933,406,40.71863,-73.84161,7234,AUSTIN STREET,4,3255,7501,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01061854-I1,QUEENS,,2024-06-06,2025-05-02,329,2025-06-06,35.0,,Permit Entire,4009370,401,40.76847,-73.91602,25-46,35 STREET,4,632,53,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01062103-I1,QUEENS,,2024-06-06,2025-05-02,329,2025-06-06,167.0,,Permit Entire,4029591,403,40.74992,-73.88842,35-50,78 STREET,4,1277,7501,QUEENS ENGINEERING,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01062995-I1,QUEENS,,2024-06-10,2025-05-02,325,2025-06-10,92.0,,Permit Entire,4192716,409,40.699,-73.83488,86-21,114 STREET,4,9228,31,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01063654-I1,QUEENS,,2024-06-10,2025-05-02,325,2025-06-10,60.0,,Permit Entire,4027803,402,40.74834,-73.90248,37-44,61 STREET,4,1215,79,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01064587-I1,QUEENS,,2024-06-11,2025-05-02,324,2025-06-02,35.0,,Permit Entire,4008144,401,40.75888,-73.92826,34-38,31 STREET,4,607,43,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01065227-I1,QUEENS,,2024-06-12,2025-05-02,323,2025-06-12,120.0,,Permit Entire,4002496,402,40.74479,-73.92473,43-29,39 PLACE,4,190,13,..,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01066005-I1,QUEENS,,2024-06-14,2025-05-02,321,2025-06-14,267.0,,Permit Entire,4028364,402,40.74615,-73.90446,39-50,60 STREET,4,1230,45,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01066635-I1,QUEENS,,2024-06-24,2025-05-02,311,2025-06-24,48.0,,Permit Entire,4518725,402,40.74261,-73.9585,51-09,2 STREET,4,15,44,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01067458-I1,QUEENS,,2024-06-27,2025-05-02,308,2025-06-27,635.0,,Permit Entire,4075096,406,40.72496,-73.85309,67-40,BOOTH STREET,4,3169,36,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01067832-I1,QUEENS,,2024-06-18,2025-05-02,317,2025-06-18,340.0,,Permit Entire,4031242,402,40.7434,-73.90623,58-21,43 AVENUE,4,1332,26,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01069233-I1,QUEENS,,2024-07-05,2025-05-02,300,2025-07-05,244.0,,Permit Entire,4038933,404,40.74395,-73.87734,42-43,ITHACA STREET,4,1557,33,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01069634-I1,QUEENS,,2024-06-24,2025-05-02,311,2025-06-24,88.0,,Permit Entire,4074922,406,40.72147,-73.8557,67-25,DARTMOUTH STREET,4,3164,38,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01070397-I1,QUEENS,,2024-06-24,2025-05-02,311,2025-06-24,275.0,,Permit Entire,4154960,408,40.7289,-73.78349,185-23,UNION TURNPIKE,4,7202,36,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01070630-I1,QUEENS,,2024-06-24,2025-05-02,311,2025-06-24,39.0,,Permit Entire,4004574,401,40.75262,-73.93037,33-08,38 AVENUE,4,380,6,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01070631-I1,QUEENS,,2024-07-16,2025-05-02,289,2025-07-07,44.0,,Permit Entire,4004575,401,40.75258,-73.9303,33-10,38 AVENUE,4,380,7,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01071454-I1,QUEENS,,2024-06-26,2025-05-02,309,2025-07-22,726.0,,Permit Entire,4430815,401,40.7639,-73.93422,33-55,14 STREET,4,528,50,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01071704-I1,QUEENS,,2024-07-01,2025-05-02,304,2025-07-01,668.0,,Permit Entire,4029029,403,40.75284,-73.89009,76-10,34 AVENUE,4,1263,1,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01072052-I1,QUEENS,,2025-02-12,2025-05-02,78,2025-10-26,388.0,,Permit Entire,4077444,406,40.71921,-73.84627,4,DARTMOUTH STREET,4,3233,22,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01072116-I1,QUEENS,,2025-01-30,2025-05-02,91,2025-08-04,84.0,,Permit Entire,4304877,414,40.57702,-73.83896,131,BEACH  119 STREET,4,16229,41,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01072227-I1,QUEENS,,2024-06-27,2025-05-02,308,2025-06-27,92.0,,Permit Entire,4002468,402,40.74438,-73.92254,43-34,42 STREET,4,188,38,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01072986-I1,QUEENS,,2024-07-08,2025-05-02,297,2025-06-17,30.0,,Permit Entire,4213978,412,40.70156,-73.80745,147-10,JAMAICA AVENUE,4,9994,60,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01073171-I1,QUEENS,,2024-08-22,2025-05-02,252,2025-05-25,169.0,,Permit Entire,4539341,403,40.75248,-73.8538,112-23,ROOSEVELT AVENUE,4,1786,38,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01074473-I1,QUEENS,,2024-07-09,2025-05-02,296,2025-06-09,195.0,,Permit Entire,4002642,402,40.74102,-73.92321,47-20,42 STREET,4,196,32,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01074746-I1,QUEENS,,2024-09-18,2025-05-02,225,2025-09-18,426.0,,Permit Entire,4624485,412,40.70084,-73.78184,107-01,WREN PLACE,4,10250,1,TAREK M. ZEID  P.E.  P.L.L.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01074772-I1,QUEENS,,2024-07-02,2025-05-02,303,2026-02-17,275.0,,Permit Entire,4075215,406,40.72501,-73.8519,101-06,67 DRIVE,4,3173,13,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01075014-I1,QUEENS,,2024-07-08,2025-05-02,297,2025-07-01,238.0,,Permit Entire,4623241,411,40.76033,-73.76681,45-06,215 PLACE,4,7334,70,MJE PROFESSIONAL SERVICES,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01075451-I1,QUEENS,,2024-08-01,2025-05-02,273,2025-05-15,351.0,,Permit Entire,4624564,401,40.75171,-73.93515,29-26,40 AVENUE,4,402,32,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01076182-I1,QUEENS,,2024-09-04,2025-05-02,239,2025-08-14,852.0,,Permit Entire,4019633,401,40.78051,-73.91579,21-21,DITMARS BOULEVARD,4,880,1,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01076362-I1,QUEENS,,2025-01-08,2025-05-02,113,2026-01-08,693.0,,Permit Entire,4028174,402,40.74683,-73.90838,5505,WOODSIDE AVENUE,4,1226,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01078519-I1,QUEENS,,2024-07-10,2025-05-02,295,2025-07-01,29.0,,Permit Entire,4004574,401,40.75262,-73.93037,33-08,38 AVENUE,4,380,6,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01078553-I1,QUEENS,,2024-07-23,2025-05-02,282,2025-07-01,29.0,,Permit Entire,4004575,401,40.75258,-73.9303,33-10,38 AVENUE,4,380,7,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01078775-I1,QUEENS,,2024-07-15,2025-05-02,290,2025-07-15,32.0,,Permit Entire,4430580,402,40.74579,-73.91864,41-20,46 STREET,4,156,5,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01078790-I1,QUEENS,,2024-07-15,2025-05-02,290,2025-06-13,651.0,,Permit Entire,4437037,401,40.77732,-73.92177,19-19,24 AVENUE,4,890,7501,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01079758-I1,QUEENS,,2024-07-15,2025-05-02,290,2025-07-15,289.0,,Permit Entire,4000771,402,40.74148,-73.94116,27-11,49 AVENUE,4,115,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01079949-I1,QUEENS,,2024-07-16,2025-05-02,289,2025-07-16,548.0,,Permit Entire,4617465,401,40.75181,-73.94117,41-42,24 STREET,4,413,2,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01080777-I1,QUEENS,,2024-07-17,2025-05-02,288,2025-07-17,190.0,,Permit Entire,4005057,402,40.75012,-73.94066,42-15,CRESCENT STREET,4,423,5,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01081243-I1,QUEENS,,2024-07-16,2025-05-02,289,2025-06-09,30.0,,Permit Entire,4080280,405,40.71088,-73.90859,21-16,HIMROD STREET,4,3368,84,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01081252-I1,QUEENS,,2024-07-16,2025-05-02,289,2025-07-16,38.0,,Permit Entire,4065647,404,40.73389,-73.88305,84-20,GRAND AVENUE,4,2891,6,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01081398-I1,QUEENS,,2024-07-17,2025-05-02,288,2025-05-08,30.0,,Permit Entire,4081463,405,40.70586,-73.90771,606,WOODWARD AVENUE,4,3408,41,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01081566-I1,QUEENS,,2024-07-18,2025-05-02,287,2025-07-18,120.0,,Permit Entire,4007475,401,40.76333,-73.92616,31-65,29 STREET,4,588,14,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01082208-I1,QUEENS,,2024-09-24,2025-05-02,219,2025-09-21,688.0,,Permit Entire,4050412,406,40.73384,-73.86188,61-15,97 STREET,4,2082,107,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01082223-I1,QUEENS,,2024-09-24,2025-05-02,219,2025-09-21,565.0,,Permit Entire,4449614,406,40.73384,-73.86188,61-25,97 STREET,4,2082,107,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01082407-I1,QUEENS,,2024-07-18,2025-05-02,287,2025-07-18,440.0,,Permit Entire,4000702,402,40.74497,-73.94355,45-55,PEARSON STREET,4,84,23,CRUICKSHANKS ENGINEERING,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01082502-I1,QUEENS,,2024-08-05,2025-05-02,269,2025-08-05,1199.0,,Permit Entire,4000019,402,40.74434,-73.9571,4-74,48 AVENUE,4,18,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01082548-I1,QUEENS,,2024-07-22,2025-05-02,283,2025-05-23,178.0,,Permit Entire,4010263,401,40.76815,-73.91232,24-51,38 STREET,4,654,34,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01082553-I1,QUEENS,,2024-07-22,2025-05-02,283,2025-05-23,178.0,,Permit Entire,4010262,401,40.76785,-73.91255,24-65,38 STREET,4,654,29,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01082561-I1,QUEENS,,2024-07-22,2025-05-02,283,2025-05-23,150.0,,Permit Entire,4010261,401,40.76757,-73.91278,24-75,38 STREET,4,654,24,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01083374-I1,QUEENS,,2024-07-23,2025-05-02,282,2025-07-23,182.0,,Permit Entire,4437230,403,40.75356,-73.86053,37-12,108 STREET,4,1773,10,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01083594-I1,QUEENS,,2024-09-05,2025-05-02,238,2025-08-04,60.0,,Permit Entire,4042212,403,40.7581,-73.8615,107-09,NORTHERN BOULEVARD,4,1702,62,ASR ENGINEERING PC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01084520-I1,QUEENS,,2024-07-25,2025-05-02,280,2025-07-25,80.0,,Permit Entire,4534901,401,40.75136,-73.93796,27-16,41 AVENUE,4,416,7501,..,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01084899-I1,QUEENS,,2024-10-03,2025-05-02,210,2025-10-03,52.0,,Permit Entire,4538549,401,40.7532,-73.93436,39-05,29 STREET,4,399,17,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01084949-I1,QUEENS,,2024-07-24,2025-05-02,281,2025-07-01,130.0,,Permit Entire,4199299,409,40.69487,-73.82336,124-02,ATLANTIC AVENUE,4,9441,17,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01085304-I1,QUEENS,,2024-07-25,2025-05-02,280,2025-07-25,525.0,,Permit Entire,4042887,403,40.75421,-73.87197,34-33,JUNCTION BOULEVARD,4,1729,27,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01085422-I1,QUEENS,,2024-11-26,2025-05-02,156,2025-06-16,1126.0,,Permit Entire,4529899,413,40.74438,-73.72899,74-20,COMMONWEALTH BOULEVARD,4,7870,72,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01085888-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-07-26,90.0,,Permit Entire,4079440,409,40.70763,-73.83506,118-09,83 AVENUE,4,3324,50,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Commercial District/Overlay
Q01085896-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-07-26,100.0,,Permit Entire,4079429,409,40.70787,-73.83554,116-16,AUDLEY STREET,4,3324,9,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01085931-I1,QUEENS,,2024-07-25,2025-05-02,280,2025-07-25,35.0,,Permit Entire,4040177,404,40.74885,-73.8686,40-08,97 STREET,4,1605,5,MCHENERY TESTING LAB,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01085943-I1,QUEENS,,2024-08-01,2025-05-02,273,2025-08-01,636.0,,Permit Entire,4454111,414,40.59677,-73.7648,333,BEACH   32 STREET,4,15945,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01086203-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-07-26,100.0,,Permit Entire,4537915,401,40.75603,-73.94135,38-71,13 STREET,4,471,702,PR,1,DOB NOW,Local Law 11,Other Zoning Districts
Q01086332-I1,QUEENS,,2024-07-29,2025-05-02,276,2025-06-02,565.0,,Permit Entire,4035581,403,40.75379,-73.88173,85-10,34 AVENUE,4,1446,1,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01086357-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-07-26,265.0,,Permit Entire,4625057,404,40.7378,-73.88527,78-02,QUEENS BOULEVARD,4,2453,42,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
Q01086371-I1,QUEENS,,2024-07-31,2025-05-02,274,2025-07-31,250.0,,Permit Entire,4303358,414,40.58839,-73.80705,216,BEACH   81 STREET,4,16113,9,BLACK SHEEP ENGINEERING GROUP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01086408-I1,QUEENS,,2024-07-30,2025-05-02,275,2025-07-30,45.0,,Permit Entire,4540108,401,40.76258,-73.91683,30-63,38 STREET,4,660,7501,..,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01086626-I1,QUEENS,,2024-08-21,2025-05-02,253,2025-08-21,8.0,,Permit Entire,4131147,407,40.78226,-73.77841,18-25,212 STREET,4,5865,50,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01086701-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-05-17,60.0,,Permit Entire,4030473,402,40.74377,-73.89786,41-28,67 STREET,4,1306,125,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
Q01086934-I1,QUEENS,,2024-07-26,2025-05-02,279,2025-07-26,55.0,,Permit Entire,4209845,412,40.70817,-73.78774,91-17,172 STREET,4,9808,14,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
